race,sex,ethnicity,loan_type,loan_purpose,loan_amount,income,debt_to_income,applicant_age,tract_minority_pct,tract_income_pct,loan_approved
White,Joint,Not Hispanic or Latino,1,2,105000.0,132.0,<20%,65-74,10.14,114,1
Black or African American,Male,Not Hispanic or Latino,1,4,35000.0,52.0,40,>74,96.74,85,1
White,Male,Ethnicity Not Available,1,31,155000.0,522.0,20%-<30%,45-54,20.01,91,0
White,Male,Not Hispanic or Latino,1,2,105000.0,133.0,20%-<30%,25-34,8.63,132,0
White,Male,Not Hispanic or Latino,1,1,425000.0,187.0,30%-<36%,25-34,14.25,150,1
White,Joint,Not Hispanic or Latino,1,31,205000.0,234.0,50%-60%,55-64,18.42,92,0
Black or African American,Female,Ethnicity Not Available,1,1,75000.0,37.0,47,45-54,92.69,52,1
White,Joint,Not Hispanic or Latino,1,1,225000.0,95.0,39,>74,6.89,165,1
Black or African American,Male,Not Hispanic or Latino,1,4,25000.0,54.0,30%-<36%,55-64,97.03,53,0
White,Joint,Not Hispanic or Latino,1,1,735000.0,401.0,38,45-54,33.75,192,1
White,Joint,Not Hispanic or Latino,1,2,35000.0,151.0,20%-<30%,55-64,21.08,96,0
White,Joint,Not Hispanic or Latino,1,2,35000.0,79.0,50%-60%,35-44,11.42,116,0
White,Joint,Hispanic or Latino,1,4,75000.0,81.0,45,65-74,35.36,129,1
White,Female,Not Hispanic or Latino,1,4,105000.0,40.0,>60%,55-64,17.3,99,0
White,Joint,Free Form Text Only,1,4,105000.0,156.0,30%-<36%,55-64,19.0,110,1
Black or African American,Female,Not Hispanic or Latino,1,4,45000.0,24.0,50%-60%,>74,68.1,119,0
White,Joint,Not Hispanic or Latino,1,31,125000.0,82.0,20%-<30%,65-74,8.75,123,1
Black or African American,Joint,Not Hispanic or Latino,1,2,105000.0,41.0,45,65-74,43.77,96,0
Black or African American,Male,Not Hispanic or Latino,1,2,105000.0,32.0,>60%,45-54,76.55,119,0
White,Male,Not Hispanic or Latino,1,2,55000.0,65.0,20%-<30%,35-44,62.97,35,0
White,Female,Not Hispanic or Latino,1,2,35000.0,107.0,39,55-64,12.5,83,1
Black or African American,Female,Hispanic or Latino,1,2,105000.0,157.0,<20%,45-54,41.92,90,0
White,Female,Not Hispanic or Latino,1,1,115000.0,65.0,20%-<30%,25-34,34.16,58,1
White,Female,Not Hispanic or Latino,1,31,105000.0,57.0,>60%,25-34,23.56,202,0
White,Joint,Ethnicity Not Available,1,4,105000.0,215.0,44,55-64,14.91,134,1
White,Joint,Not Hispanic or Latino,1,31,125000.0,82.0,30%-<36%,>74,8.29,146,1
White,Female,Not Hispanic or Latino,1,4,105000.0,97.0,50%-60%,45-54,47.04,110,1
White,Joint,Not Hispanic or Latino,1,2,105000.0,133.0,36,35-44,11.19,141,1
White,Joint,Not Hispanic or Latino,1,2,105000.0,210.0,30%-<36%,35-44,26.42,187,1
White,Male,Ethnicity Not Available,1,4,145000.0,250.0,20%-<30%,35-44,10.66,131,1
Black or African American,Female,Not Hispanic or Latino,1,1,115000.0,48.0,30%-<36%,25-34,98.64,46,1
White,Female,Ethnicity Not Available,1,2,55000.0,104.0,>60%,65-74,9.61,219,0
White,Joint,Not Hispanic or Latino,1,1,315000.0,135.0,30%-<36%,35-44,11.39,238,1
Asian,Joint,Not Hispanic or Latino,1,4,65000.0,0.0,>60%,35-44,33.71,107,0
White,Female,Not Hispanic or Latino,1,1,225000.0,58.0,40,25-34,18.76,67,1
White,Joint,Not Hispanic or Latino,1,31,255000.0,273.0,<20%,45-54,4.67,97,1
Black or African American,Female,Not Hispanic or Latino,1,1,265000.0,91.0,43,25-34,18.63,72,1
Black or African American,Male,Not Hispanic or Latino,1,1,275000.0,132.0,30%-<36%,25-34,10.96,82,1
Black or African American,Male,Not Hispanic or Latino,1,1,185000.0,65.0,37,35-44,96.67,36,1
White,Female,Not Hispanic or Latino,1,1,265000.0,69.0,48,25-34,17.09,121,1
White,Male,Not Hispanic or Latino,1,31,285000.0,120.0,43,25-34,9.15,108,1
White,Joint,Not Hispanic or Latino,1,1,435000.0,448.0,20%-<30%,55-64,47.73,150,1
Black or African American,Male,Not Hispanic or Latino,1,2,25000.0,20.0,50%-60%,55-64,98.3,42,0
White,Male,Not Hispanic or Latino,1,4,105000.0,106.0,20%-<30%,45-54,19.18,173,0
Black or African American,Female,Not Hispanic or Latino,1,2,35000.0,50.0,30%-<36%,45-54,98.5,73,0
Black or African American,Female,Not Hispanic or Latino,1,1,415000.0,129.0,30%-<36%,35-44,23.87,73,1
White,Male,Not Hispanic or Latino,1,1,365000.0,266.0,44,45-54,9.34,116,1
Black or African American,Male,Not Hispanic or Latino,1,2,205000.0,40.0,>60%,55-64,17.11,148,0
White,Joint,Not Hispanic or Latino,1,2,105000.0,27.0,>60%,35-44,75.73,80,0
Black or African American,Male,Not Hispanic or Latino,1,2,105000.0,184.0,20%-<30%,55-64,15.7,158,1
White,Female,Not Hispanic or Latino,1,31,75000.0,50.0,30%-<36%,65-74,9.8,93,1
Asian,Male,Not Hispanic or Latino,1,2,105000.0,148.0,39,45-54,50.19,179,0
American Indian or Alaska Native,Male,Hispanic or Latino,1,1,255000.0,95.0,30%-<36%,35-44,15.75,124,1
White,Male,Ethnicity Not Available,2,1,95000.0,64.0,20%-<30%,35-44,15.82,122,1
White,Joint,Not Hispanic or Latino,1,1,105000.0,88.0,20%-<30%,>74,15.05,140,1
White,Male,Not Hispanic or Latino,1,4,55000.0,75.0,>60%,25-34,13.4,128,0
White,Joint,Joint,1,1,1755000.0,226.0,43,25-34,9.34,116,1
White,Joint,Not Hispanic or Latino,1,2,25000.0,110.0,43,55-64,14.53,88,1
White,Joint,Not Hispanic or Latino,1,1,255000.0,131.0,20%-<30%,65-74,8.11,110,1
White,Male,Not Hispanic or Latino,1,1,185000.0,8.0,>60%,35-44,21.37,117,0
Black or African American,Male,Not Hispanic or Latino,1,1,75000.0,56.0,<20%,45-54,97.48,60,1
White,Joint,Not Hispanic or Latino,1,2,155000.0,457.0,<20%,45-54,6.27,117,0
White,Female,Not Hispanic or Latino,1,1,205000.0,65.0,49,45-54,33.29,179,1
White,Male,Ethnicity Not Available,1,4,55000.0,47.0,<20%,55-64,57.06,130,0
White,Joint,Ethnicity Not Available,1,2,105000.0,115.0,45,35-44,8.25,130,1
White,Male,Not Hispanic or Latino,1,1,365000.0,124.0,30%-<36%,45-54,30.24,136,1
Black or African American,Male,Not Hispanic or Latino,1,2,25000.0,35.0,<20%,35-44,90.77,30,0
White,Joint,Not Hispanic or Latino,1,1,555000.0,60.0,43,65-74,31.87,109,1
White,Joint,Not Hispanic or Latino,1,31,105000.0,64.0,41,>74,17.38,78,0
White,Male,Not Hispanic or Latino,1,4,25000.0,60.0,49,>74,7.72,110,0
Asian,Female,Not Hispanic or Latino,1,1,325000.0,129.0,36,45-54,43.54,144,1
White,Female,Not Hispanic or Latino,1,4,85000.0,75.0,38,65-74,13.36,92,1
White,Male,Not Hispanic or Latino,1,1,165000.0,43.0,39,45-54,23.74,115,1
White,Male,Ethnicity Not Available,1,1,205000.0,74.0,20%-<30%,25-34,7.64,68,1
White,Female,Ethnicity Not Available,1,4,55000.0,43.0,50%-60%,65-74,18.13,87,0
White,Joint,Not Hispanic or Latino,1,32,155000.0,271.0,49,45-54,12.34,127,1
White,Joint,Not Hispanic or Latino,1,31,505000.0,337.0,20%-<30%,65-74,9.85,157,1
White,Female,Not Hispanic or Latino,1,2,45000.0,111.0,30%-<36%,35-44,34.13,82,1
White,Male,Ethnicity Not Available,1,31,305000.0,324.0,30%-<36%,55-64,76.55,119,1
White,Male,Not Hispanic or Latino,1,2,25000.0,25.0,20%-<30%,35-44,7.5,109,0
Asian,Male,Not Hispanic or Latino,1,1,215000.0,50.0,38,35-44,27.53,80,1
White,Female,Not Hispanic or Latino,1,1,135000.0,20.0,>60%,45-54,11.79,106,0
White,Joint,Not Hispanic or Latino,1,31,205000.0,180.0,38,55-64,36.38,144,1
Black or African American,Female,Not Hispanic or Latino,1,1,245000.0,68.0,36,25-34,99.45,0,1
White,Female,Not Hispanic or Latino,1,2,125000.0,285.0,20%-<30%,45-54,24.62,134,1
White,Male,Not Hispanic or Latino,1,32,145000.0,92.0,49,45-54,18.71,117,1
White,Male,Not Hispanic or Latino,1,2,105000.0,251.0,>60%,45-54,7.9,101,0
White,Female,Ethnicity Not Available,1,2,25000.0,28.0,<20%,35-44,25.0,68,0
White,Joint,Not Hispanic or Latino,1,31,425000.0,300.0,20%-<30%,35-44,21.75,176,1
White,Female,Not Hispanic or Latino,1,4,55000.0,85.0,43,45-54,57.93,96,1
White,Female,Not Hispanic or Latino,1,31,95000.0,50.0,>60%,55-64,16.02,95,0
White,Female,Ethnicity Not Available,1,2,55000.0,65.0,45,55-64,43.25,84,1
Black or African American,Female,Not Hispanic or Latino,1,4,45000.0,85.0,>60%,35-44,39.72,132,0
White,Female,Not Hispanic or Latino,1,4,65000.0,53.0,49,45-54,11.76,86,1
White,Female,Not Hispanic or Latino,1,2,155000.0,400.0,20%-<30%,55-64,7.64,93,0
American Indian or Alaska Native,Male,Ethnicity Not Available,1,2,35000.0,100.0,42,45-54,92.53,80,0
White,Joint,Not Hispanic or Latino,1,4,55000.0,99.0,36,55-64,11.78,89,0
White,Joint,Not Hispanic or Latino,1,2,305000.0,378.0,20%-<30%,55-64,7.64,106,1
Black or African American,Joint,Joint,1,2,35000.0,55.0,50%-60%,65-74,98.66,70,0
White,Female,Not Hispanic or Latino,1,4,55000.0,147.0,20%-<30%,35-44,21.85,54,0
White,Female,Not Hispanic or Latino,1,1,115000.0,44.0,47,25-34,18.02,97,1
White,Male,Not Hispanic or Latino,1,4,45000.0,80.0,>60%,45-54,35.15,141,0
White,Male,Not Hispanic or Latino,1,2,45000.0,165.0,<20%,35-44,19.23,99,0
White,Joint,Not Hispanic or Latino,1,4,105000.0,151.0,50%-60%,65-74,8.55,116,0
Black or African American,Female,Not Hispanic or Latino,1,2,25000.0,118.0,<20%,55-64,59.41,69,1
White,Joint,Hispanic or Latino,1,31,585000.0,284.0,20%-<30%,45-54,33.71,107,1
Black or African American,Male,Not Hispanic or Latino,1,2,495000.0,120.0,50%-60%,45-54,49.73,66,0
Black or African American,Male,Not Hispanic or Latino,1,1,395000.0,120.0,30%-<36%,25-34,17.52,139,1
White,Joint,Not Hispanic or Latino,1,2,35000.0,181.0,30%-<36%,55-64,15.54,158,1
White,Female,Not Hispanic or Latino,1,2,55000.0,30.0,>60%,55-64,25.3,187,0
White,Female,Not Hispanic or Latino,1,2,35000.0,18.0,>60%,35-44,39.15,91,0
White,Female,Hispanic or Latino,1,1,465000.0,230.0,20%-<30%,25-34,42.31,86,1
White,Female,Not Hispanic or Latino,1,4,25000.0,165.0,37,45-54,11.79,106,0
White,Male,Not Hispanic or Latino,1,2,55000.0,33.0,>60%,65-74,40.66,91,0
White,Male,Not Hispanic or Latino,1,2,55000.0,100.0,20%-<30%,35-44,8.56,100,0
Asian,Female,Not Hispanic or Latino,1,4,125000.0,36.0,>60%,35-44,29.3,54,0
White,Joint,Not Hispanic or Latino,1,1,395000.0,126.0,43,25-34,10.92,128,1
Black or African American,Female,Not Hispanic or Latino,1,2,25000.0,31.0,20%-<30%,55-64,55.91,55,0
White,Joint,Not Hispanic or Latino,1,31,155000.0,128.0,>60%,65-74,14.06,106,0
White,Male,Not Hispanic or Latino,1,2,85000.0,56.0,>60%,35-44,5.13,62,0
Asian,Male,Not Hispanic or Latino,1,1,235000.0,50.0,46,35-44,41.93,85,1
White,Joint,Not Hispanic or Latino,1,31,205000.0,162.0,41,55-64,8.95,118,1
White,Male,Not Hispanic or Latino,1,2,105000.0,124.0,20%-<30%,65-74,6.23,94,1
White,Male,Ethnicity Not Available,1,1,125000.0,35.0,38,35-44,40.26,67,1
White,Male,Not Hispanic or Latino,1,4,45000.0,50.0,>60%,45-54,27.72,72,0
White,Joint,Not Hispanic or Latino,1,4,65000.0,87.0,45,45-54,12.53,151,1
White,Joint,Not Hispanic or Latino,1,1,235000.0,136.0,44,45-54,21.08,96,1
White,Joint,Not Hispanic or Latino,1,4,105000.0,232.0,<20%,55-64,20.88,168,1
White,Male,Not Hispanic or Latino,1,1,185000.0,65.0,44,45-54,22.58,72,1
White,Joint,Not Hispanic or Latino,1,2,125000.0,158.0,44,65-74,63.0,70,1
White,Female,Not Hispanic or Latino,1,2,35000.0,36.0,30%-<36%,65-74,37.54,115,0
White,Female,Not Hispanic or Latino,1,1,175000.0,62.0,36,25-34,9.16,123,1
White,Joint,Not Hispanic or Latino,1,31,155000.0,142.0,20%-<30%,65-74,25.55,159,0
White,Female,Not Hispanic or Latino,1,1,225000.0,45.0,49,<25,46.22,90,1
White,Joint,Not Hispanic or Latino,1,1,315000.0,73.0,49,25-34,14.16,146,1
White,Male,Not Hispanic or Latino,1,4,35000.0,155.0,<20%,55-64,8.17,68,1
White,Male,Not Hispanic or Latino,1,1,205000.0,73.0,20%-<30%,25-34,11.66,92,1
White,Female,Not Hispanic or Latino,1,4,55000.0,24.0,>60%,55-64,9.3,78,0
White,Female,Not Hispanic or Latino,1,31,55000.0,41.0,>60%,45-54,13.52,85,0
White,Joint,Ethnicity Not Available,1,31,155000.0,280.0,30%-<36%,45-54,26.66,384,1
White,Female,Not Hispanic or Latino,1,2,25000.0,41.0,20%-<30%,65-74,70.23,61,0
White,Joint,Not Hispanic or Latino,1,2,325000.0,324.0,30%-<36%,35-44,16.37,148,1
Black or African American,Male,Hispanic or Latino,1,2,55000.0,72.0,50%-60%,55-64,29.2,130,0
White,Male,Not Hispanic or Latino,1,1,245000.0,52.0,49,<25,37.92,84,1
White,Joint,Not Hispanic or Latino,1,2,105000.0,108.0,50%-60%,35-44,12.82,124,1
Black or African American,Female,Not Hispanic or Latino,1,2,25000.0,55.0,40,25-34,39.72,132,0
White,Male,Ethnicity Not Available,1,31,205000.0,33.0,50%-60%,65-74,4.02,116,1
Asian,Female,Not Hispanic or Latino,1,2,25000.0,480.0,40,55-64,36.86,145,0
Black or African American,Male,Not Hispanic or Latino,1,4,55000.0,62.0,>60%,65-74,96.05,60,0
White,Joint,Not Hispanic or Latino,1,1,2325000.0,2172.0,<20%,35-44,23.98,331,1
White,Male,Joint,1,4,105000.0,25.0,>60%,45-54,23.92,90,0
White,Female,Not Hispanic or Latino,1,4,105000.0,47.0,>60%,55-64,10.34,87,0
White,Female,Not Hispanic or Latino,1,1,185000.0,66.0,20%-<30%,<25,12.86,78,1
Black or African American,Female,Not Hispanic or Latino,1,1,135000.0,48.0,30%-<36%,45-54,98.5,73,1
White,Joint,Not Hispanic or Latino,1,1,535000.0,214.0,47,25-34,15.54,158,0
White,Male,Not Hispanic or Latino,1,31,155000.0,30.0,46,>74,8.62,97,1
White,Joint,Not Hispanic or Latino,1,31,105000.0,68.0,>60%,55-64,10.89,164,0
White,Female,Ethnicity Not Available,1,4,105000.0,229.0,41,55-64,9.62,155,1
White,Male,Ethnicity Not Available,1,1,175000.0,87.0,42,35-44,21.59,87,1
White,Joint,Not Hispanic or Latino,1,4,105000.0,86.0,20%-<30%,>74,29.83,138,1
White,Female,Ethnicity Not Available,1,2,75000.0,60.0,>60%,65-74,8.79,98,0
White,Joint,Not Hispanic or Latino,1,2,255000.0,159.0,38,65-74,13.22,131,1
White,Male,Not Hispanic or Latino,1,1,185000.0,141.0,20%-<30%,45-54,33.08,77,0
White,Male,Hispanic or Latino,1,2,35000.0,408.0,37,35-44,14.92,146,0
White,Male,Not Hispanic or Latino,1,2,55000.0,120.0,50%-60%,25-34,22.64,99,0
White,Male,Ethnicity Not Available,1,32,75000.0,101.0,49,45-54,34.93,130,0
White,Female,Not Hispanic or Latino,1,4,55000.0,62.0,>60%,45-54,25.52,60,0
White,Male,Not Hispanic or Latino,1,31,45000.0,60.0,30%-<36%,25-34,6.98,101,1
White,Joint,Not Hispanic or Latino,1,1,795000.0,268.0,41,65-74,13.59,196,1
Asian,Joint,Free Form Text Only,1,4,285000.0,71.0,>60%,>74,38.4,212,0
White,Joint,Not Hispanic or Latino,1,1,205000.0,116.0,>60%,>74,26.66,384,0
White,Joint,Not Hispanic or Latino,1,4,175000.0,58.0,>60%,>74,18.85,127,0
White,Female,Not Hispanic or Latino,1,1,245000.0,56.0,43,25-34,17.54,76,1
White,Male,Not Hispanic or Latino,1,31,105000.0,149.0,48,45-54,11.12,238,1
White,Male,Not Hispanic or Latino,1,4,135000.0,125.0,30%-<36%,35-44,7.84,109,0
White,Male,Not Hispanic or Latino,1,4,25000.0,29.0,39,65-74,18.76,67,1
White,Male,Not Hispanic or Latino,1,1,195000.0,45.0,45,<25,47.04,110,1
White,Female,Not Hispanic or Latino,1,1,155000.0,78.0,20%-<30%,25-34,14.35,122,1
White,Joint,Ethnicity Not Available,1,1,235000.0,169.0,<20%,35-44,11.9,215,1
White,Joint,Not Hispanic or Latino,1,2,435000.0,1276.0,30%-<36%,45-54,7.86,121,1
Asian,Male,Not Hispanic or Latino,1,1,95000.0,58.0,<20%,25-34,95.94,47,1
White,Female,Not Hispanic or Latino,1,2,105000.0,53.0,50%-60%,55-64,10.05,176,1
White,Male,Not Hispanic or Latino,1,4,25000.0,4.0,>60%,35-44,39.39,83,0
Black or African American,Female,Not Hispanic or Latino,1,1,65000.0,80.0,50%-60%,25-34,39.59,89,0
Asian,Female,Not Hispanic or Latino,1,4,35000.0,105.0,50%-60%,35-44,21.13,184,0
Black or African American,Female,Hispanic or Latino,1,1,325000.0,75.0,41,35-44,87.45,45,0
Asian,Female,Hispanic or Latino,2,1,145000.0,60.0,40,35-44,86.69,53,1
White,Female,Not Hispanic or Latino,1,31,105000.0,34.0,50%-60%,65-74,12.13,124,1
White,Female,Not Hispanic or Latino,1,2,205000.0,66.0,>60%,45-54,7.49,125,0
White,Male,Not Hispanic or Latino,1,1,315000.0,78.0,45,25-34,43.91,116,1
White,Female,Not Hispanic or Latino,1,4,55000.0,114.0,46,45-54,36.86,145,0
White,Male,Not Hispanic or Latino,1,2,105000.0,273.0,42,55-64,7.42,128,1
Black or African American,Male,Not Hispanic or Latino,1,2,25000.0,102.0,30%-<36%,35-44,54.66,134,0
White,Male,Not Hispanic or Latino,1,2,35000.0,90.0,20%-<30%,45-54,19.78,109,0
White,Male,Not Hispanic or Latino,1,1,225000.0,110.0,30%-<36%,25-34,21.12,73,1
White,Joint,Not Hispanic or Latino,1,31,325000.0,215.0,42,35-44,10.59,194,1
White,Joint,Not Hispanic or Latino,1,31,365000.0,175.0,20%-<30%,45-54,8.26,135,1
Black or African American,Female,Ethnicity Not Available,1,4,55000.0,56.0,40,65-74,97.32,101,1
White,Joint,Joint,1,2,135000.0,234.0,<20%,55-64,20.61,128,1
White,Female,Not Hispanic or Latino,1,31,105000.0,116.0,37,55-64,17.44,138,1
Black or African American,Female,Not Hispanic or Latino,1,2,25000.0,118.0,>60%,25-34,39.59,89,0
White,Joint,Not Hispanic or Latino,1,2,25000.0,85.0,45,35-44,14.67,73,0
White,Male,Not Hispanic or Latino,1,4,25000.0,110.0,46,35-44,18.02,97,0
White,Joint,Not Hispanic or Latino,1,2,105000.0,459.0,40,45-54,10.73,120,1
White,Joint,Not Hispanic or Latino,1,2,425000.0,244.0,20%-<30%,55-64,46.1,305,1
Black or African American,Male,Not Hispanic or Latino,2,1,165000.0,65.0,30%-<36%,45-54,62.11,76,0
White,Joint,Not Hispanic or Latino,1,4,105000.0,212.0,50%-60%,25-34,13.59,196,0
White,Male,Not Hispanic or Latino,1,2,55000.0,43.0,20%-<30%,55-64,11.49,86,1
White,Male,Not Hispanic or Latino,1,2,35000.0,65.0,45,25-34,10.65,118,1
White,Joint,Not Hispanic or Latino,1,31,255000.0,231.0,20%-<30%,55-64,46.06,153,1
Black or African American,Male,Not Hispanic or Latino,1,1,115000.0,54.0,30%-<36%,65-74,82.18,82,1
White,Female,Not Hispanic or Latino,1,2,25000.0,147.0,>60%,45-54,12.13,124,0
White,Joint,Not Hispanic or Latino,1,4,145000.0,176.0,>60%,35-44,19.14,142,0
Black or African American,Male,Not Hispanic or Latino,1,1,135000.0,33.0,43,<25,59.9,34,0
White,Female,Not Hispanic or Latino,1,31,105000.0,34.0,>60%,45-54,12.47,77,0
Black or African American,Female,Not Hispanic or Latino,1,1,345000.0,81.0,>60%,25-34,69.04,118,0
White,Male,Not Hispanic or Latino,1,1,165000.0,70.0,30%-<36%,25-34,11.84,118,1
White,Male,Not Hispanic or Latino,1,1,335000.0,101.0,36,25-34,26.42,187,0
White,Female,Not Hispanic or Latino,1,2,55000.0,228.0,30%-<36%,45-54,19.0,110,0
White,Male,Not Hispanic or Latino,1,2,85000.0,50.0,50%-60%,35-44,11.49,87,0
White,Female,Not Hispanic or Latino,1,4,125000.0,98.0,20%-<30%,65-74,8.89,187,1
White,Joint,Joint,1,2,155000.0,115.0,>60%,35-44,10.37,214,0
Black or African American,Female,Not Hispanic or Latino,1,1,245000.0,101.0,37,65-74,34.73,72,0
White,Male,Not Hispanic or Latino,1,1,215000.0,55.0,40,25-34,24.96,55,1
White,Joint,Not Hispanic or Latino,1,2,105000.0,58.0,30%-<36%,65-74,26.6,153,1
Black or African American,Male,Not Hispanic or Latino,1,2,35000.0,14.0,50%-60%,55-64,98.64,46,0
White,Male,Not Hispanic or Latino,1,1,45000.0,19.0,>60%,55-64,80.97,69,0
Asian,Male,Not Hispanic or Latino,1,4,55000.0,33.0,>60%,45-54,27.72,72,0
Black or African American,Male,Not Hispanic or Latino,1,1,265000.0,83.0,49,25-34,78.89,127,1
White,Male,Ethnicity Not Available,1,1,215000.0,113.0,20%-<30%,45-54,11.62,71,1
White,Female,Not Hispanic or Latino,1,31,285000.0,120.0,20%-<30%,35-44,13.84,79,1
White,Male,Not Hispanic or Latino,1,4,25000.0,62.0,41,45-54,23.24,137,0
Asian,Male,Hispanic or Latino,1,31,55000.0,100.0,36,45-54,12.57,159,0
White,Joint,Not Hispanic or Latino,1,1,215000.0,195.0,20%-<30%,55-64,11.78,89,1
White,Female,Not Hispanic or Latino,1,2,55000.0,41.0,38,65-74,12.22,132,1
White,Female,Not Hispanic or Latino,1,1,165000.0,41.0,40,45-54,16.82,84,1
White,Male,Not Hispanic or Latino,1,31,305000.0,223.0,42,55-64,21.13,184,1
Asian,Male,Not Hispanic or Latino,1,1,215000.0,59.0,46,35-44,48.46,83,1
White,Joint,Not Hispanic or Latino,1,2,65000.0,208.0,20%-<30%,45-54,7.67,113,1
Black or African American,Female,Not Hispanic or Latino,1,1,245000.0,100.0,50%-60%,25-34,97.89,50,0
White,Female,Not Hispanic or Latino,1,1,195000.0,96.0,20%-<30%,45-54,18.64,96,1
White,Joint,Not Hispanic or Latino,1,31,105000.0,313.0,50%-60%,25-34,13.2,190,0
White,Male,Not Hispanic or Latino,1,4,45000.0,550.0,20%-<30%,45-54,26.66,384,0
White,Female,Hispanic or Latino,1,1,275000.0,119.0,45,45-54,20.72,126,0
White,Joint,Ethnicity Not Available,1,2,75000.0,139.0,40,65-74,11.03,135,1
White,Male,Ethnicity Not Available,1,2,25000.0,22.0,47,55-64,12.44,147,1
White,Female,Hispanic or Latino,1,1,175000.0,85.0,30%-<36%,35-44,76.82,41,1
White,Female,Not Hispanic or Latino,1,31,105000.0,34.0,50%-60%,>74,15.75,124,1
White,Female,Not Hispanic or Latino,1,1,55000.0,167.0,20%-<30%,35-44,11.56,137,1
White,Joint,Ethnicity Not Available,1,2,105000.0,117.0,40,55-64,11.01,87,1
White,Joint,Not Hispanic or Latino,1,4,105000.0,208.0,<20%,65-74,34.73,72,0
White,Male,Not Hispanic or Latino,1,1,755000.0,705.0,<20%,45-54,6.39,115,1
2 or more minority races,Male,Not Hispanic or Latino,1,2,125000.0,65.0,20%-<30%,45-54,54.79,89,0
Asian,Male,Not Hispanic or Latino,1,4,25000.0,160.0,50%-60%,45-54,50.5,142,0
White,Female,Not Hispanic or Latino,1,2,105000.0,94.0,50%-60%,65-74,12.21,115,0
White,Joint,Not Hispanic or Latino,1,1,105000.0,60.0,20%-<30%,>74,11.6,96,0
White,Female,Not Hispanic or Latino,1,2,55000.0,88.0,20%-<30%,45-54,8.59,110,1
Black or African American,Female,Not Hispanic or Latino,1,1,175000.0,78.0,37,35-44,75.2,101,1
White,Joint,Not Hispanic or Latino,1,2,105000.0,229.0,42,55-64,12.92,160,1
White,Male,Hispanic or Latino,1,1,145000.0,56.0,20%-<30%,35-44,40.8,97,1
Asian,Male,Ethnicity Not Available,1,1,205000.0,106.0,49,35-44,38.25,117,1
White,Female,Not Hispanic or Latino,1,1,75000.0,120.0,<20%,55-64,14.35,73,1
Black or African American,Male,Not Hispanic or Latino,1,1,225000.0,78.0,41,<25,63.9,45,1
White,Female,Not Hispanic or Latino,1,31,105000.0,90.0,20%-<30%,55-64,10.32,88,1
White,Male,Not Hispanic or Latino,1,4,305000.0,114.0,50%-60%,65-74,27.28,123,1
White,Male,Not Hispanic or Latino,1,1,125000.0,40.0,36,55-64,6.9,95,1
White,Female,Not Hispanic or Latino,1,4,55000.0,130.0,30%-<36%,45-54,17.3,99,1
White,Joint,Not Hispanic or Latino,1,2,55000.0,179.0,20%-<30%,45-54,19.26,127,1
White,Male,Not Hispanic or Latino,1,4,105000.0,41.0,45,65-74,22.89,100,1
White,Male,Not Hispanic or Latino,1,1,395000.0,155.0,48,25-34,19.29,60,1
Black or African American,Female,Not Hispanic or Latino,1,1,145000.0,62.0,49,25-34,97.68,64,1
White,Joint,Not Hispanic or Latino,1,2,105000.0,133.0,<20%,55-64,13.82,144,1
