race,sex,ethnicity,loan_type,loan_purpose,loan_amount,income,debt_to_income,applicant_age,tract_minority_pct,tract_income_pct,loan_approved
Black or African American,Female,Not Hispanic or Latino,1,1,295000.0,111.0,40,45-54,69.04,118,1
White,Joint,Not Hispanic or Latino,1,4,205000.0,96.0,20%-<30%,55-64,25.73,168,0
Black or African American,Male,Not Hispanic or Latino,1,2,105000.0,73.0,38,35-44,75.2,101,1
White,Male,Not Hispanic or Latino,1,2,25000.0,52.0,20%-<30%,45-54,20.9,72,0
Black or African American,Female,Not Hispanic or Latino,1,1,105000.0,56.0,39,55-64,75.2,101,1
White,Female,Not Hispanic or Latino,1,2,105000.0,42.0,50%-60%,65-74,17.53,80,0
Black or African American,Joint,Not Hispanic or Latino,1,4,75000.0,119.0,>60%,55-64,69.77,123,0
White,Male,Not Hispanic or Latino,1,4,25000.0,170.0,50%-60%,45-54,6.04,90,0
Black or African American,Male,Not Hispanic or Latino,1,1,235000.0,63.0,42,55-64,56.2,110,1
White,Male,Not Hispanic or Latino,1,31,155000.0,143.0,>60%,35-44,9.61,219,0
White,Male,Not Hispanic or Latino,1,2,55000.0,130.0,20%-<30%,45-54,56.06,49,1
White,Female,Not Hispanic or Latino,1,31,165000.0,28.0,>60%,55-64,8.74,129,0
Asian,Male,Not Hispanic or Latino,1,1,105000.0,124.0,>60%,45-54,21.99,95,0
Black or African American,Female,Not Hispanic or Latino,1,4,25000.0,60.0,50%-60%,35-44,61.38,35,0
White,Joint,Not Hispanic or Latino,1,4,375000.0,114.0,49,65-74,5.84,93,1
White,Male,Ethnicity Not Available,1,4,65000.0,48.0,43,65-74,16.07,64,1
White,Joint,Not Hispanic or Latino,1,31,105000.0,190.0,20%-<30%,45-54,10.52,138,1
White,Female,Not Hispanic or Latino,1,4,35000.0,97.0,30%-<36%,55-64,10.96,82,0
White,Female,Not Hispanic or Latino,1,2,55000.0,87.0,40,35-44,9.55,104,0
Black or African American,Female,Not Hispanic or Latino,1,1,215000.0,75.0,37,25-34,21.91,69,1
White,Joint,Not Hispanic or Latino,1,31,105000.0,82.0,30%-<36%,65-74,17.0,133,1
Black or African American,Joint,Not Hispanic or Latino,1,4,205000.0,75.0,>60%,65-74,78.89,127,0
White,Joint,Not Hispanic or Latino,1,31,105000.0,166.0,38,55-64,23.81,155,1
White,Female,Not Hispanic or Latino,1,4,105000.0,190.0,20%-<30%,35-44,13.28,148,1
White,Male,Not Hispanic or Latino,1,2,125000.0,165.0,30%-<36%,45-54,10.35,93,1
White,Female,Not Hispanic or Latino,1,31,155000.0,60.0,50%-60%,>74,24.06,119,0
Black or African American,Female,Not Hispanic or Latino,1,2,25000.0,14.0,30%-<36%,65-74,99.13,42,0
White,Joint,Not Hispanic or Latino,1,32,255000.0,144.0,45,45-54,21.04,192,1
White,Male,Not Hispanic or Latino,1,2,55000.0,85.0,30%-<36%,35-44,8.05,82,0
White,Male,Not Hispanic or Latino,1,2,275000.0,105.0,30%-<36%,35-44,14.17,125,1
White,Joint,Not Hispanic or Latino,1,31,435000.0,525.0,46,55-64,16.21,204,1
White,Joint,Not Hispanic or Latino,1,4,55000.0,62.0,44,>74,18.64,96,1
White,Female,Not Hispanic or Latino,1,2,25000.0,60.0,>60%,55-64,22.72,109,0
White,Joint,Not Hispanic or Latino,1,4,115000.0,194.0,42,55-64,8.21,144,1
Asian,Male,Not Hispanic or Latino,1,4,105000.0,127.0,38,55-64,24.71,180,1
Black or African American,Male,Hispanic or Latino,1,2,25000.0,100.0,<20%,35-44,37.1,103,0
Asian,Joint,Not Hispanic or Latino,1,31,345000.0,149.0,46,55-64,34.34,111,1
White,Joint,Not Hispanic or Latino,1,1,405000.0,165.0,30%-<36%,25-34,12.56,142,1
Asian,Female,Not Hispanic or Latino,1,2,25000.0,42.0,>60%,55-64,22.43,111,0
White,Joint,Not Hispanic or Latino,1,4,695000.0,273.0,49,35-44,17.12,234,1
White,Joint,Not Hispanic or Latino,1,1,1105000.0,474.0,30%-<36%,45-54,7.84,251,1
White,Joint,Not Hispanic or Latino,1,4,105000.0,71.0,20%-<30%,>74,24.43,118,1
White,Female,Not Hispanic or Latino,1,31,105000.0,71.0,47,65-74,54.54,181,1
White,Joint,Not Hispanic or Latino,1,2,405000.0,341.0,30%-<36%,55-64,7.39,134,1
White,Male,Not Hispanic or Latino,1,2,45000.0,58.0,>60%,35-44,22.11,85,0
White,Male,Not Hispanic or Latino,1,4,45000.0,200.0,>60%,55-64,46.91,176,0
White,Male,Not Hispanic or Latino,1,1,245000.0,55.0,42,25-34,8.49,165,1
Black or African American,Female,Ethnicity Not Available,1,2,25000.0,19.0,30%-<36%,>74,97.55,67,0
White,Male,Not Hispanic or Latino,1,1,425000.0,311.0,43,35-44,18.23,240,1
Black or African American,Female,Not Hispanic or Latino,1,1,135000.0,84.0,36,45-54,55.91,55,1
Black or African American,Female,Not Hispanic or Latino,1,1,65000.0,29.0,36,35-44,94.11,60,1
White,Joint,Not Hispanic or Latino,1,4,265000.0,166.0,30%-<36%,55-64,17.3,99,1
White,Male,Not Hispanic or Latino,1,4,65000.0,51.0,<20%,65-74,28.04,96,0
Black or African American,Male,Not Hispanic or Latino,1,1,205000.0,93.0,48,25-34,80.31,79,0
Asian,Male,Not Hispanic or Latino,1,4,105000.0,118.0,45,35-44,22.73,143,1
White,Female,Free Form Text Only,1,1,105000.0,77.0,50%-60%,>74,7.49,125,0
White,Joint,Not Hispanic or Latino,1,4,65000.0,156.0,20%-<30%,35-44,17.28,89,1
Black or African American,Joint,Not Hispanic or Latino,1,2,35000.0,96.0,49,65-74,7.6,181,1
White,Male,Not Hispanic or Latino,1,1,305000.0,90.0,42,25-34,26.5,156,1
White,Male,Not Hispanic or Latino,1,1,1805000.0,698.0,37,45-54,28.11,269,1
Black or African American,Female,Not Hispanic or Latino,1,1,85000.0,44.0,49,35-44,99.31,78,1
Black or African American,Female,Not Hispanic or Latino,1,1,275000.0,144.0,20%-<30%,35-44,20.26,69,1
White,Joint,Not Hispanic or Latino,1,2,155000.0,108.0,38,65-74,17.9,171,1
White,Joint,Not Hispanic or Latino,1,2,105000.0,199.0,20%-<30%,45-54,19.54,95,1
Asian,Male,Not Hispanic or Latino,1,2,35000.0,78.0,>60%,55-64,39.82,169,0
White,Joint,Joint,1,31,505000.0,95.0,>60%,35-44,9.85,157,0
White,Male,Not Hispanic or Latino,1,2,155000.0,424.0,20%-<30%,35-44,17.65,160,1
White,Male,Not Hispanic or Latino,1,1,235000.0,114.0,39,45-54,11.26,89,1
White,Male,Not Hispanic or Latino,1,1,435000.0,163.0,49,35-44,82.52,142,1
White,Male,Not Hispanic or Latino,1,1,195000.0,70.0,20%-<30%,25-34,19.54,95,1
White,Joint,Ethnicity Not Available,1,4,35000.0,112.0,47,65-74,21.51,249,1
White,Joint,Not Hispanic or Latino,1,1,215000.0,87.0,43,45-54,13.2,190,1
White,Female,Hispanic or Latino,1,4,25000.0,36.0,>60%,45-54,29.1,76,0
White,Female,Not Hispanic or Latino,1,4,25000.0,50.0,>60%,35-44,22.62,57,0
White,Male,Not Hispanic or Latino,1,1,205000.0,66.0,49,25-34,17.67,132,1
White,Female,Ethnicity Not Available,1,2,55000.0,90.0,30%-<36%,>74,14.17,125,0
White,Male,Hispanic or Latino,1,1,55000.0,127.0,20%-<30%,45-54,78.9,95,1
White,Male,Not Hispanic or Latino,1,1,405000.0,607.0,<20%,45-54,17.18,220,1
White,Joint,Not Hispanic or Latino,1,31,105000.0,275.0,42,55-64,11.12,238,1
Asian,Male,Not Hispanic or Latino,1,4,35000.0,23.0,38,25-34,89.46,56,0
White,Joint,Not Hispanic or Latino,1,31,205000.0,264.0,42,55-64,11.39,238,1
White,Joint,Not Hispanic or Latino,1,4,105000.0,142.0,37,65-74,34.93,130,1
Black or African American,Male,Not Hispanic or Latino,1,2,25000.0,1.0,>60%,25-34,97.88,70,0
White,Female,Not Hispanic or Latino,1,4,25000.0,38.0,>60%,55-64,12.68,96,0
White,Male,Not Hispanic or Latino,1,2,25000.0,48.0,<20%,35-44,98.15,65,0
White,Male,Not Hispanic or Latino,1,4,155000.0,13.0,>60%,>74,7.48,78,0
White,Female,Not Hispanic or Latino,1,2,55000.0,31.0,42,65-74,56.07,38,1
White,Joint,Not Hispanic or Latino,1,31,105000.0,234.0,20%-<30%,55-64,27.67,109,1
Black or African American,Joint,Not Hispanic or Latino,2,1,265000.0,169.0,39,25-34,95.18,59,1
Black or African American,Male,Not Hispanic or Latino,1,4,25000.0,52.0,44,45-54,96.84,72,0
Black or African American,Female,Not Hispanic or Latino,1,2,45000.0,75.0,>60%,45-54,59.69,118,0
Black or African American,Female,Not Hispanic or Latino,1,2,25000.0,90.0,41,25-34,19.15,115,0
White,Male,Not Hispanic or Latino,1,31,265000.0,54.0,>60%,55-64,7.6,181,0
2 or more minority races,Female,Not Hispanic or Latino,1,1,175000.0,90.0,41,55-64,90.95,135,0
White,Joint,Ethnicity Not Available,1,4,205000.0,45.0,>60%,65-74,7.31,150,0
White,Female,Not Hispanic or Latino,1,2,65000.0,78.0,50%-60%,25-34,9.21,109,0
White,Female,Hispanic or Latino,1,4,55000.0,36.0,20%-<30%,65-74,25.74,77,0
White,Male,Ethnicity Not Available,1,1,185000.0,93.0,20%-<30%,25-34,21.85,54,1
White,Male,Not Hispanic or Latino,1,4,55000.0,81.0,50%-60%,65-74,17.3,176,0
Black or African American,Female,Not Hispanic or Latino,1,2,175000.0,96.0,20%-<30%,25-34,60.4,41,0
White,Female,Not Hispanic or Latino,1,2,55000.0,30.0,42,65-74,10.26,137,1
White,Male,Not Hispanic or Latino,1,2,45000.0,100.0,30%-<36%,35-44,8.83,123,1
White,Joint,Not Hispanic or Latino,1,2,55000.0,56.0,>60%,25-34,11.42,116,0
White,Female,Not Hispanic or Latino,1,31,105000.0,101.0,43,55-64,7.83,93,0
White,Joint,Ethnicity Not Available,1,2,105000.0,283.0,44,45-54,17.12,234,1
White,Joint,Not Hispanic or Latino,1,4,85000.0,133.0,30%-<36%,45-54,17.11,166,0
White,Joint,Joint,1,4,25000.0,105.0,30%-<36%,55-64,39.33,87,0
White,Joint,Ethnicity Not Available,1,2,135000.0,234.0,<20%,55-64,20.61,128,0
Asian,Male,Not Hispanic or Latino,1,1,195000.0,50.0,49,25-34,20.29,106,1
White,Male,Not Hispanic or Latino,1,1,195000.0,55.0,47,<25,17.1,150,1
White,Female,Not Hispanic or Latino,1,1,165000.0,63.0,20%-<30%,25-34,13.4,128,1
White,Joint,Not Hispanic or Latino,1,4,105000.0,78.0,45,65-74,8.26,135,1
White,Male,Not Hispanic or Latino,1,2,105000.0,60.0,43,45-54,34.95,99,1
White,Female,Not Hispanic or Latino,1,2,35000.0,59.0,45,65-74,10.33,115,1
White,Female,Not Hispanic or Latino,1,4,15000.0,24.0,50%-60%,65-74,38.84,77,1
White,Male,Not Hispanic or Latino,1,31,55000.0,46.0,30%-<36%,65-74,20.36,70,1
Black or African American,Female,Not Hispanic or Latino,1,1,135000.0,72.0,20%-<30%,55-64,97.66,66,1
Black or African American,Female,Not Hispanic or Latino,1,2,45000.0,27.0,>60%,35-44,98.14,56,0
White,Joint,Not Hispanic or Latino,1,31,155000.0,84.0,48,>74,7.21,128,1
White,Female,Not Hispanic or Latino,1,31,145000.0,107.0,49,>74,7.23,135,1
White,Joint,Not Hispanic or Latino,1,1,295000.0,136.0,20%-<30%,45-54,21.39,82,1
White,Male,Ethnicity Not Available,1,4,1025000.0,547.0,20%-<30%,35-44,21.74,96,1
Black or African American,Female,Not Hispanic or Latino,1,4,105000.0,66.0,>60%,55-64,76.55,119,0
White,Male,Hispanic or Latino,1,31,175000.0,76.0,45,65-74,43.45,69,1
White,Male,Not Hispanic or Latino,1,4,215000.0,190.0,41,55-64,17.44,138,1
Black or African American,Male,Not Hispanic or Latino,1,31,165000.0,50.0,45,55-64,84.09,118,1
White,Joint,Not Hispanic or Latino,1,31,55000.0,266.0,<20%,45-54,21.65,195,1
White,Male,Not Hispanic or Latino,1,2,55000.0,74.0,42,55-64,20.31,100,1
Black or African American,Joint,Not Hispanic or Latino,1,2,55000.0,169.0,30%-<36%,65-74,12.96,174,1
White,Female,Not Hispanic or Latino,1,1,95000.0,94.0,20%-<30%,65-74,9.13,62,1
White,Joint,Not Hispanic or Latino,1,4,325000.0,192.0,20%-<30%,65-74,11.76,123,1
White,Joint,Not Hispanic or Latino,1,31,105000.0,50.0,41,>74,30.52,101,1
White,Male,Not Hispanic or Latino,1,4,25000.0,52.0,20%-<30%,25-34,5.9,110,0
White,Male,Hispanic or Latino,1,31,105000.0,79.0,>60%,45-54,14.93,139,0
Asian,Male,Not Hispanic or Latino,1,4,205000.0,157.0,50%-60%,55-64,53.97,240,1
White,Male,Not Hispanic or Latino,1,1,325000.0,75.0,38,25-34,5.13,65,1
White,Joint,Not Hispanic or Latino,1,1,185000.0,696.0,20%-<30%,45-54,17.46,93,0
White,Joint,Joint,1,1,315000.0,105.0,38,25-34,43.91,116,1
White,Joint,Not Hispanic or Latino,1,4,55000.0,86.0,48,65-74,22.35,123,1
White,Male,Not Hispanic or Latino,1,1,175000.0,78.0,36,35-44,75.2,101,1
Black or African American,Female,Not Hispanic or Latino,1,31,55000.0,57.0,20%-<30%,55-64,65.89,43,1
White,Female,Not Hispanic or Latino,1,4,455000.0,141.0,42,35-44,26.66,384,1
White,Joint,Not Hispanic or Latino,1,4,75000.0,131.0,>60%,35-44,9.11,238,0
White,Female,Hispanic or Latino,1,4,255000.0,30.0,>60%,55-64,9.15,108,0
Black or African American,Female,Not Hispanic or Latino,1,2,25000.0,18.0,20%-<30%,55-64,98.33,77,0
Black or African American,Female,Not Hispanic or Latino,1,1,155000.0,59.0,41,45-54,97.66,66,1
Asian,Male,Not Hispanic or Latino,1,31,1325000.0,508.0,42,35-44,20.1,169,1
White,Joint,Not Hispanic or Latino,1,2,205000.0,70.0,50%-60%,>74,67.65,104,1
White,Male,Not Hispanic or Latino,1,2,55000.0,101.0,40,35-44,12.6,110,1
White,Joint,Not Hispanic or Latino,1,1,165000.0,113.0,41,65-74,23.82,108,1
White,Male,Not Hispanic or Latino,1,31,55000.0,66.0,>60%,55-64,8.33,100,0
White,Joint,Not Hispanic or Latino,1,2,605000.0,603.0,30%-<36%,55-64,9.48,109,1
White,Female,Not Hispanic or Latino,1,31,75000.0,78.0,41,55-64,78.22,58,1
White,Joint,Not Hispanic or Latino,1,1,335000.0,149.0,20%-<30%,25-34,9.8,93,1
White,Male,Not Hispanic or Latino,1,31,105000.0,42.0,>60%,65-74,26.88,59,0
White,Male,Not Hispanic or Latino,1,4,25000.0,0.0,>60%,35-44,10.22,83,0
White,Male,Not Hispanic or Latino,1,4,755000.0,104.0,>60%,55-64,29.67,115,0
2 or more minority races,Female,Not Hispanic or Latino,1,31,105000.0,80.0,50%-60%,45-54,52.78,144,0
White,Female,Not Hispanic or Latino,1,2,45000.0,79.0,50%-60%,25-34,28.58,97,0
White,Joint,Not Hispanic or Latino,1,31,105000.0,83.0,>60%,65-74,4.79,97,0
Black or African American,Female,Not Hispanic or Latino,1,2,25000.0,78.0,41,25-34,92.16,116,0
Black or African American,Male,Not Hispanic or Latino,1,31,245000.0,115.0,37,35-44,66.77,47,1
Black or African American,Male,Not Hispanic or Latino,1,2,105000.0,164.0,41,35-44,99.28,50,0
White,Joint,Not Hispanic or Latino,1,2,55000.0,64.0,>60%,65-74,14.0,119,0
Black or African American,Female,Not Hispanic or Latino,1,2,35000.0,55.0,50%-60%,45-54,53.32,48,0
White,Female,Not Hispanic or Latino,1,4,45000.0,92.0,50%-60%,55-64,21.12,73,0
White,Male,Not Hispanic or Latino,1,31,105000.0,126.0,48,45-54,10.08,128,1
White,Male,Not Hispanic or Latino,1,4,355000.0,13.0,>60%,35-44,12.62,98,0
Black or African American,Male,Not Hispanic or Latino,1,2,75000.0,77.0,44,35-44,22.98,82,0
White,Male,Not Hispanic or Latino,1,4,55000.0,92.0,20%-<30%,65-74,21.13,184,1
White,Joint,Not Hispanic or Latino,1,31,55000.0,207.0,20%-<30%,45-54,30.24,136,1
White,Male,Not Hispanic or Latino,1,2,35000.0,95.0,>60%,25-34,12.45,75,0
Black or African American,Male,Not Hispanic or Latino,1,2,105000.0,245.0,39,45-54,17.18,220,1
White,Female,Not Hispanic or Latino,1,2,25000.0,87.0,50%-60%,25-34,11.23,97,0
White,Joint,Not Hispanic or Latino,1,1,245000.0,60.0,>60%,25-34,15.71,84,0
Black or African American,Joint,Not Hispanic or Latino,1,31,165000.0,156.0,50%-60%,>74,26.79,95,1
White,Female,Not Hispanic or Latino,1,4,105000.0,80.0,>60%,55-64,10.23,193,0
White,Male,Not Hispanic or Latino,1,1,245000.0,54.0,49,25-34,15.08,104,1
White,Female,Not Hispanic or Latino,1,4,105000.0,59.0,42,65-74,7.0,92,1
Black or African American,Joint,Not Hispanic or Latino,1,2,45000.0,57.0,42,45-54,85.55,77,1
White,Female,Not Hispanic or Latino,1,1,105000.0,57.0,41,45-54,10.49,151,1
White,Male,Not Hispanic or Latino,1,2,325000.0,141.0,20%-<30%,65-74,26.6,153,1
Asian,Female,Not Hispanic or Latino,1,2,55000.0,137.0,37,25-34,20.41,112,0
White,Female,Not Hispanic or Latino,1,1,315000.0,77.0,42,<25,66.31,40,1
White,Joint,Not Hispanic or Latino,1,2,55000.0,112.0,20%-<30%,65-74,56.73,120,1
White,Joint,Not Hispanic or Latino,1,1,145000.0,57.0,41,65-74,8.19,84,0
Asian,Male,Not Hispanic or Latino,1,1,775000.0,534.0,44,55-64,17.12,234,1
Black or African American,Female,Not Hispanic or Latino,1,2,25000.0,160.0,30%-<36%,35-44,96.1,73,0
White,Joint,Not Hispanic or Latino,1,4,255000.0,99.0,47,>74,5.85,115,1
Asian,Male,Not Hispanic or Latino,1,4,55000.0,128.0,30%-<36%,25-34,20.86,114,0
White,Female,Not Hispanic or Latino,1,4,55000.0,73.0,44,55-64,17.11,148,1
White,Female,Not Hispanic or Latino,1,31,525000.0,251.0,36,65-74,9.92,140,1
White,Female,Not Hispanic or Latino,1,4,105000.0,167.0,48,45-54,29.01,159,0
White,Joint,Hispanic or Latino,1,2,25000.0,60.0,36,45-54,22.35,123,0
White,Joint,Not Hispanic or Latino,1,31,205000.0,106.0,36,>74,7.44,150,1
White,Male,Not Hispanic or Latino,1,31,115000.0,66.0,49,25-34,11.46,131,0
Black or African American,Female,Ethnicity Not Available,1,1,55000.0,38.0,20%-<30%,<25,76.4,47,0
White,Female,Not Hispanic or Latino,1,4,55000.0,80.0,30%-<36%,35-44,56.06,49,0
White,Female,Not Hispanic or Latino,1,1,245000.0,63.0,43,25-34,67.46,56,1
White,Joint,Not Hispanic or Latino,1,31,105000.0,80.0,30%-<36%,65-74,28.99,139,0
White,Joint,Not Hispanic or Latino,1,2,155000.0,53.0,36,>74,8.92,140,0
White,Male,Not Hispanic or Latino,1,1,95000.0,254.0,<20%,>74,5.81,102,0
White,Male,Not Hispanic or Latino,1,4,155000.0,113.0,50%-60%,45-54,8.49,165,0
Asian,Male,Not Hispanic or Latino,1,2,125000.0,202.0,41,45-54,83.98,112,1
Black or African American,Female,Not Hispanic or Latino,1,1,65000.0,92.0,>60%,35-44,57.06,130,0
White,Male,Ethnicity Not Available,1,4,45000.0,142.0,44,45-54,36.03,175,0
White,Male,Not Hispanic or Latino,1,1,225000.0,57.0,42,65-74,44.85,108,1
Black or African American,Joint,Not Hispanic or Latino,1,1,125000.0,69.0,20%-<30%,>74,97.61,59,0
White,Joint,Not Hispanic or Latino,1,2,365000.0,234.0,20%-<30%,45-54,14.79,163,1
White,Joint,Not Hispanic or Latino,1,1,305000.0,104.0,44,55-64,21.45,144,1
Black or African American,Male,Ethnicity Not Available,1,1,335000.0,82.0,49,25-34,18.06,112,1
Black or African American,Female,Not Hispanic or Latino,1,4,25000.0,77.0,>60%,55-64,22.43,111,0
Black or African American,Female,Not Hispanic or Latino,1,2,55000.0,55.0,<20%,25-34,98.25,65,0
White,Male,Not Hispanic or Latino,1,2,25000.0,20.0,48,>74,56.41,71,1
Asian,Joint,Not Hispanic or Latino,1,2,35000.0,93.0,20%-<30%,>74,11.17,111,1
Black or African American,Female,Not Hispanic or Latino,1,2,25000.0,90.0,20%-<30%,45-54,98.25,65,0
Black or African American,Female,Not Hispanic or Latino,1,2,45000.0,69.0,48,45-54,98.67,74,0
Black or African American,Male,Not Hispanic or Latino,1,2,15000.0,64.0,36,65-74,98.05,62,1
White,Joint,Not Hispanic or Latino,1,2,155000.0,150.0,36,>74,11.8,97,1
White,Joint,Not Hispanic or Latino,1,4,45000.0,172.0,30%-<36%,35-44,11.07,74,0
White,Female,Not Hispanic or Latino,1,2,35000.0,19.0,30%-<36%,55-64,17.5,85,0
Black or African American,Male,Ethnicity Not Available,1,1,155000.0,50.0,45,55-64,97.66,66,1
Asian,Joint,Not Hispanic or Latino,1,4,285000.0,78.0,>60%,55-64,33.57,268,0
White,Female,Not Hispanic or Latino,1,4,255000.0,12.0,>60%,45-54,12.86,78,0
White,Sex Not Available,Not Hispanic or Latino,1,4,35000.0,59.0,>60%,45-54,24.47,187,0
White,Male,Not Hispanic or Latino,1,31,355000.0,183.0,>60%,65-74,21.46,186,0
White,Joint,Not Hispanic or Latino,1,1,305000.0,298.0,30%-<36%,55-64,12.65,132,1
White,Female,Not Hispanic or Latino,1,1,155000.0,60.0,47,25-34,43.02,60,1
White,Joint,Not Hispanic or Latino,1,4,45000.0,125.0,38,55-64,12.26,88,0
White,Joint,Not Hispanic or Latino,1,31,55000.0,97.0,20%-<30%,65-74,10.08,176,1
White,Female,Not Hispanic or Latino,1,1,245000.0,83.0,36,35-44,22.68,75,1
White,Joint,Not Hispanic or Latino,1,2,155000.0,122.0,48,45-54,18.42,92,1
Black or African American,Joint,Ethnicity Not Available,1,2,65000.0,72.0,30%-<36%,65-74,98.35,53,0
Asian,Male,Not Hispanic or Latino,1,2,55000.0,35.0,>60%,>74,42.31,86,0
White,Joint,Not Hispanic or Latino,1,2,55000.0,159.0,43,55-64,29.88,154,0
White,Joint,Not Hispanic or Latino,1,1,395000.0,159.0,40,25-34,11.56,61,1
Black or African American,Joint,Not Hispanic or Latino,1,2,55000.0,85.0,50%-60%,45-54,25.38,79,0
White,Joint,Not Hispanic or Latino,1,1,335000.0,90.0,49,65-74,9.61,122,0
White,Female,Not Hispanic or Latino,1,31,165000.0,60.0,42,65-74,23.26,74,1
White,Joint,Not Hispanic or Latino,1,4,55000.0,65.0,45,>74,11.84,118,1
White,Joint,Not Hispanic or Latino,1,2,155000.0,78.0,50%-60%,65-74,8.44,86,1
White,Male,Not Hispanic or Latino,1,4,35000.0,45.0,<20%,<25,83.07,56,0
White,Joint,Not Hispanic or Latino,1,1,255000.0,123.0,49,55-64,7.42,128,1
White,Sex Not Available,Ethnicity Not Available,1,1,155000.0,92.0,30%-<36%,55-64,36.86,145,1
Black or African American,Male,Not Hispanic or Latino,1,4,25000.0,54.0,39,55-64,97.51,40,1
White,Male,Not Hispanic or Latino,1,2,255000.0,80.0,>60%,25-34,9.69,155,0
Asian,Male,Not Hispanic or Latino,1,1,305000.0,91.0,42,25-34,34.43,273,1
White,Joint,Not Hispanic or Latino,1,1,275000.0,91.0,36,25-34,29.49,66,1
White,Male,Not Hispanic or Latino,1,2,25000.0,136.0,<20%,25-34,11.42,132,1
White,Female,Not Hispanic or Latino,1,4,105000.0,44.0,30%-<36%,55-64,23.43,108,0
Asian,Male,Not Hispanic or Latino,1,2,105000.0,211.0,20%-<30%,55-64,26.66,384,1
White,Joint,Not Hispanic or Latino,1,4,45000.0,180.0,49,55-64,11.29,133,0
White,Female,Not Hispanic or Latino,1,4,55000.0,83.0,44,45-54,41.75,72,1
White,Male,Not Hispanic or Latino,1,2,65000.0,135.0,50%-60%,35-44,7.23,135,0
Black or African American,Female,Not Hispanic or Latino,1,2,25000.0,81.0,30%-<36%,55-64,63.0,70,0
White,Male,Not Hispanic or Latino,1,2,65000.0,27.0,>60%,35-44,5.63,145,0
White,Male,Not Hispanic or Latino,1,2,25000.0,97.0,40,55-64,8.25,90,0
White,Joint,Joint,1,1,355000.0,110.0,39,25-34,8.71,103,1
American Indian or Alaska Native,Female,Not Hispanic or Latino,1,1,505000.0,84.0,>60%,65-74,10.53,109,0
White,Male,Not Hispanic or Latino,1,2,45000.0,200.0,30%-<36%,55-64,10.84,115,0
White,Joint,Not Hispanic or Latino,1,4,105000.0,56.0,36,65-74,10.49,151,0
White,Joint,Not Hispanic or Latino,1,31,215000.0,187.0,<20%,65-74,20.58,220,1
White,Male,Not Hispanic or Latino,1,31,105000.0,67.0,>60%,25-34,15.27,133,0
White,Joint,Not Hispanic or Latino,1,1,145000.0,90.0,41,35-44,42.9,39,0
White,Male,Not Hispanic or Latino,1,31,115000.0,82.0,45,45-54,68.94,68,1
White,Male,Not Hispanic or Latino,1,31,105000.0,400.0,<20%,45-54,8.31,290,1
Asian,Joint,Not Hispanic or Latino,1,4,155000.0,90.0,20%-<30%,55-64,20.15,82,1
White,Female,Not Hispanic or Latino,1,2,65000.0,90.0,30%-<36%,45-54,69.27,42,0
Black or African American,Female,Not Hispanic or Latino,1,31,65000.0,51.0,42,55-64,80.18,44,1
White,Joint,Not Hispanic or Latino,1,4,125000.0,87.0,30%-<36%,55-64,25.55,99,1
White,Joint,Ethnicity Not Available,1,4,55000.0,104.0,<20%,45-54,9.19,72,0
White,Joint,Not Hispanic or Latino,1,1,295000.0,134.0,20%-<30%,35-44,17.38,157,1
White,Male,Ethnicity Not Available,1,31,105000.0,70.0,>60%,25-34,12.51,126,0
White,Male,Not Hispanic or Latino,1,4,75000.0,204.0,50%-60%,45-54,23.67,205,1
White,Male,Not Hispanic or Latino,1,2,55000.0,85.0,49,55-64,15.5,167,1
White,Joint,Not Hispanic or Latino,1,2,45000.0,107.0,37,35-44,8.06,124,0
White,Joint,Not Hispanic or Latino,1,4,15000.0,103.0,36,35-44,29.49,66,1
Black or African American,Male,Ethnicity Not Available,1,2,25000.0,21.0,<20%,35-44,98.5,73,0
Black or African American,Female,Not Hispanic or Latino,1,31,25000.0,40.0,<20%,45-54,98.25,65,0
Asian,Female,Not Hispanic or Latino,1,4,255000.0,86.0,>60%,25-34,19.84,169,0
White,Female,Ethnicity Not Available,1,31,55000.0,46.0,20%-<30%,65-74,20.31,100,1
White,Female,Not Hispanic or Latino,1,1,125000.0,45.0,36,45-54,18.66,96,1
Asian,Female,Not Hispanic or Latino,1,2,155000.0,142.0,50%-60%,35-44,26.6,153,1
White,Joint,Not Hispanic or Latino,1,2,65000.0,155.0,50%-60%,35-44,9.44,139,0
White,Female,Not Hispanic or Latino,1,32,135000.0,95.0,49,45-54,10.63,145,1
White,Female,Not Hispanic or Latino,1,4,25000.0,47.0,>60%,55-64,23.24,137,0
White,Female,Not Hispanic or Latino,1,2,105000.0,309.0,30%-<36%,45-54,8.04,100,1
White,Male,Not Hispanic or Latino,1,1,405000.0,152.0,30%-<36%,45-54,9.4,121,0
White,Female,Not Hispanic or Latino,1,2,55000.0,52.0,49,25-34,11.17,111,1
Asian,Male,Not Hispanic or Latino,1,2,75000.0,63.0,>60%,45-54,36.91,64,0
White,Joint,Not Hispanic or Latino,1,1,355000.0,292.0,20%-<30%,55-64,34.43,273,1
White,Male,Not Hispanic or Latino,1,31,535000.0,304.0,47,55-64,9.85,157,1
White,Male,Not Hispanic or Latino,1,2,105000.0,34.0,>60%,55-64,27.72,72,0
White,Joint,Not Hispanic or Latino,1,1,295000.0,102.0,30%-<36%,55-64,7.76,68,1
White,Male,Not Hispanic or Latino,1,31,75000.0,52.0,>60%,>74,21.63,135,0
